trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1680,False,"{'a': 0.5, 'e': 0.18621738327383064}",20,16,6.4337218570542465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.5, 'e': 0.1860311658905568}",25,18,8.876759225638725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1682,False,"{'a': 0.5, 'e': 0.18584513472466624}",30,21,17.912088955085324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.5, 'e': 0.18565928958994157}",25,8,29.000485539259437,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.5, 'e': 0.18547363030035163}",20,15,8.401288887922894,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.5, 'e': 0.18528815667005127}",20,0,26.344905723935263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1686,False,"{'a': 0.5, 'e': 0.18510286851338123}",25,12,15.910149108900994,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.5, 'e': 0.18491776564486784}",20,12,14.516362283650677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.5, 'e': 0.18473284787922298}",20,10,18.145438361016673,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.5, 'e': 0.18454811503134375}",20,13,11.033777454905593,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.5, 'e': 0.18436356691631242}",20,2,21.53913830280557,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.5, 'e': 0.1841792033493961}",25,20,11.070578176407832,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.5, 'e': 0.1839950241460467}",25,0,34.10555819049745,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1693,False,"{'a': 0.5, 'e': 0.18381102912190067}",25,15,18.821329845179953,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.5, 'e': 0.18362721809277877}",25,13,21.27822917746788,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.5, 'e': 0.18344359087468598}",30,0,42.04661414881309,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1696,False,"{'a': 0.5, 'e': 0.1832601472838113}",20,0,26.65204153525016,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1697,False,"{'a': 0.5, 'e': 0.18307688713652748}",35,27,17.589246669405753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.5, 'e': 0.18289381024939094}",20,8,18.251390778272356,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.5, 'e': 0.18271091643914156}",25,5,33.69980090753027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.5, 'e': 0.18252820552270244}",25,6,33.95360349586023,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.5, 'e': 0.1823456773171797}",25,13,20.07599814959427,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.5, 'e': 0.18216333163986254}",20,14,11.51306869239584,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.5, 'e': 0.18198116830822267}",25,0,31.876981541511384,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1704,False,"{'a': 0.5, 'e': 0.18179918713991444}",20,13,10.646177840415646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.5, 'e': 0.18161738795277454}",25,20,9.378554335781528,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.5, 'e': 0.18143577056482177}",20,0,26.567137177025295,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1707,False,"{'a': 0.5, 'e': 0.18125433479425695}",25,14,18.313747682950847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.5, 'e': 0.1810730804594627}",20,16,9.00207518644132,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.5, 'e': 0.1808920073790032}",20,2,28.284187262857994,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.5, 'e': 0.1807111153716242}",25,11,24.44524856136195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.5, 'e': 0.1805304042562526}",30,13,25.315912707076674,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1712,False,"{'a': 0.5, 'e': 0.18034987385199633}",20,14,11.875713239232379,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.5, 'e': 0.18016952397814434}",25,11,23.655007253444666,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.5, 'e': 0.1799893544541662}",20,0,26.85692810404367,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1715,False,"{'a': 0.5, 'e': 0.17980936509971204}",30,17,20.95947492277624,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.5, 'e': 0.1796295557346123}",30,17,24.367989450293507,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.5, 'e': 0.1794499261788777}",20,13,16.894440941945383,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1718,False,"{'a': 0.5, 'e': 0.17927047625269885}",20,11,17.277831102667683,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.5, 'e': 0.17909120577644613}",20,13,10.351729999196735,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.5, 'e': 0.1789121145706697}",30,12,30.104833007936417,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.5, 'e': 0.17873320245609903}",20,3,29.590455661525716,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1722,False,"{'a': 0.5, 'e': 0.1785544692536429}",35,19,33.22898417749204,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.5, 'e': 0.17837591478438927}",25,0,36.216667311604276,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1724,False,"{'a': 0.5, 'e': 0.17819753886960488}",20,8,14.61747304082877,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.5, 'e': 0.17801934133073527}",30,19,20.736986450087638,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.5, 'e': 0.17784132198940455}",20,6,21.937543083929548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.5, 'e': 0.17766348066741514}",35,17,25.941262459277336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.5, 'e': 0.17748581718674772}",20,0,31.412670230813518,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1729,False,"{'a': 0.5, 'e': 0.17730833136956098}",20,14,11.839183035925732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1730,False,"{'a': 0.5, 'e': 0.17713102303819142}",25,8,24.46074970842684,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1731,False,"{'a': 0.5, 'e': 0.1769538920151532}",35,19,28.892726941588972,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1732,False,"{'a': 0.5, 'e': 0.17677693812313808}",25,19,10.369734920263085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1733,False,"{'a': 0.5, 'e': 0.17660016118501493}",25,6,27.46752090222984,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1734,False,"{'a': 0.5, 'e': 0.17642356102382992}",20,15,9.399536958755032,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.5, 'e': 0.1762471374628061}",30,19,19.044483741087504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.5, 'e': 0.1760708903253433}",35,26,16.266333592161644,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.5, 'e': 0.17589481943501795}",20,4,27.688330353131064,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.5, 'e': 0.17571892461558292}",20,0,25.287285297210616,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1739,False,"{'a': 0.5, 'e': 0.17554320569096735}",25,8,27.814602326687027,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1740,False,"{'a': 0.5, 'e': 0.17536766248527638}",20,6,21.03999313623872,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.5, 'e': 0.17519229482279108}",20,5,30.26874681613939,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.5, 'e': 0.1750171025279683}",25,18,12.430451070548369,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1743,False,"{'a': 0.5, 'e': 0.17484208542544033}",20,9,23.443194766211697,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.5, 'e': 0.1746672433400149}",30,18,20.043788748596544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1745,False,"{'a': 0.5, 'e': 0.17449257609667487}",20,14,7.942122126521621,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1746,False,"{'a': 0.5, 'e': 0.1743180835205782}",25,0,39.40297906723485,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1747,False,"{'a': 0.5, 'e': 0.17414376543705762}",30,0,38.31726503679393,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1748,False,"{'a': 0.5, 'e': 0.17396962167162056}",20,2,24.99456103642713,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1749,False,"{'a': 0.5, 'e': 0.17379565204994896}",20,14,12.833913413568332,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.5, 'e': 0.173621856397899}",35,0,50.625839088277466,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1751,False,"{'a': 0.5, 'e': 0.1734482345415011}",20,16,8.26835540756621,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.5, 'e': 0.17327478630695958}",20,0,30.18258045003155,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1753,False,"{'a': 0.5, 'e': 0.17310151152065265}",20,0,30.434577416796287,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.5, 'e': 0.17292841000913198}",30,7,39.29014120042487,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.5, 'e': 0.17275548159912285}",20,2,23.799134376696347,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.5, 'e': 0.17258272611752373}",20,11,13.331176301039243,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.5, 'e': 0.1724101433914062}",20,0,26.44216903076817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.5, 'e': 0.1722377332480148}",25,8,28.440269121493166,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1759,False,"{'a': 0.5, 'e': 0.17206549551476677}",30,14,22.711293432294752,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.5, 'e': 0.171893430019252}",30,17,26.438582311479234,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.5, 'e': 0.17172153658923275}",25,18,13.310697749349334,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.5, 'e': 0.17154981505264352}",20,8,20.522462268899446,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.5, 'e': 0.1713782652375909}",20,1,34.95006341319834,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1764,False,"{'a': 0.5, 'e': 0.17120688697235328}",25,15,19.602763962409483,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.5, 'e': 0.17103568008538095}",20,9,20.516490744720038,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.5, 'e': 0.17086464440529556}",20,10,19.604085711421696,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.5, 'e': 0.17069377976089026}",20,16,8.80539664206421,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.5, 'e': 0.17052308598112936}",25,0,33.869268972471325,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1769,False,"{'a': 0.5, 'e': 0.17035256289514825}",25,16,17.31718696998141,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.5, 'e': 0.1701822103322531}",20,11,18.37166595196823,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.5, 'e': 0.17001202812192084}",30,10,35.489500640603204,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.5, 'e': 0.16984201609379893}",35,13,41.15780185940913,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1773,False,"{'a': 0.5, 'e': 0.16967217407770513}",20,16,8.536623734483394,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.5, 'e': 0.16950250190362742}",20,12,13.264385369000484,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.5, 'e': 0.1693329994017238}",25,2,34.41179528507008,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1776,False,"{'a': 0.5, 'e': 0.16916366640232205}",25,12,20.234539693502185,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.5, 'e': 0.16899450273591973}",25,13,17.84979302324958,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.5, 'e': 0.16882550823318382}",30,17,26.227289843346597,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1779,False,"{'a': 0.5, 'e': 0.16865668272495063}",25,13,18.81554531218288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1780,False,"{'a': 0.5, 'e': 0.16848802604222568}",20,8,18.73803619889908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.5, 'e': 0.16831953801618346}",25,19,13.749654548462239,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1782,False,"{'a': 0.5, 'e': 0.16815121847816727}",30,15,24.162299036880686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.5, 'e': 0.16798306725968912}",20,14,9.164602324406122,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.5, 'e': 0.16781508419242944}",25,15,15.603520845672257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.5, 'e': 0.167647269108237}",20,15,8.007175015945617,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.5, 'e': 0.16747962183912876}",20,3,29.754246170456966,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.5, 'e': 0.16731214221728963}",35,14,36.578970437803626,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.5, 'e': 0.16714483007507233}",20,8,20.419685011084418,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.5, 'e': 0.16697768524499726}",35,18,28.99091598872567,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.5, 'e': 0.16681070755975227}",30,15,24.787616110053467,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.5, 'e': 0.16664389685219252}",25,18,12.965762459524669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.5, 'e': 0.16647725295534033}",25,12,20.401656761170635,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1793,False,"{'a': 0.5, 'e': 0.16631077570238498}",20,0,24.67605331615942,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1794,False,"{'a': 0.5, 'e': 0.1661444649266826}",25,13,17.566723924359753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.5, 'e': 0.16597832046175592}",20,9,19.13234803987688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1796,False,"{'a': 0.5, 'e': 0.16581234214129417}",20,12,15.164201794461261,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1797,False,"{'a': 0.5, 'e': 0.16564652979915287}",25,20,7.91209955828757,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.5, 'e': 0.1654808832693537}",25,11,23.05904624434583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1799,False,"{'a': 0.5, 'e': 0.16531540238608436}",25,20,9.907884910595822,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.5, 'e': 0.16515008698369826}",25,10,24.473207390529772,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.5, 'e': 0.16498493689671456}",20,13,16.091176234288007,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.5, 'e': 0.16481995195981786}",20,11,19.332467338635237,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.5, 'e': 0.16465513200785803}",30,22,17.362231396909795,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.5, 'e': 0.1644904768758502}",25,5,28.51875453893423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.5, 'e': 0.16432598639897433}",25,11,25.706349065592043,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.5, 'e': 0.16416166041257535}",20,13,10.864092988929515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.5, 'e': 0.1639974987521628}",20,15,9.974400920087524,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.5, 'e': 0.16383350125341062}",25,13,23.033288027488794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.5, 'e': 0.16366966775215722}",30,18,23.715977506538177,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.5, 'e': 0.16350599808440505}",25,11,27.003848473113585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.5, 'e': 0.16334249208632065}",25,14,17.792882738583003,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.5, 'e': 0.16317914959423432}",30,12,32.985779071617145,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1813,False,"{'a': 0.5, 'e': 0.16301597044464008}",30,0,47.371114855521384,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.5, 'e': 0.16285295447419545}",25,14,21.03638859972927,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.5, 'e': 0.16269010151972127}",25,12,18.7874594238484,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.5, 'e': 0.16252741141820154}",25,20,7.536704343888816,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.5, 'e': 0.16236488400678334}",20,16,7.8723393651996325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.5, 'e': 0.16220251912277656}",25,14,20.056487412958287,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.5, 'e': 0.16204031660365378}",20,5,24.374394082465752,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.5, 'e': 0.16187827628705012}",30,3,37.65742330278591,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.5, 'e': 0.16171639801076307}",25,20,7.371377319121029,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1822,False,"{'a': 0.5, 'e': 0.1615546816127523}",20,14,11.263438838124225,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.5, 'e': 0.16139312693113955}",20,9,16.559391145766465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.5, 'e': 0.1612317338042084}",20,6,22.93858739265549,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.5, 'e': 0.16107050207040421}",25,9,22.15081021341023,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.5, 'e': 0.1609094315683338}",30,4,39.036803771818256,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.5, 'e': 0.16074852213676546}",20,14,10.47910643287825,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.5, 'e': 0.1605877736146287}",20,10,21.77976366654127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1829,False,"{'a': 0.5, 'e': 0.16042718584101406}",30,16,23.151678926926383,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.5, 'e': 0.16026675865517306}",20,12,12.654128378812647,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.5, 'e': 0.16010649189651788}",30,24,11.269084563411237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1832,False,"{'a': 0.5, 'e': 0.15994638540462136}",20,0,32.21920883339662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1833,False,"{'a': 0.5, 'e': 0.15978643901921674}",20,10,20.96250735091528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.5, 'e': 0.15962665258019754}",25,0,38.806716028657284,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1835,False,"{'a': 0.5, 'e': 0.15946702592761733}",20,8,22.558900949912786,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.5, 'e': 0.1593075589016897}",25,18,10.830402201802608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.5, 'e': 0.159148251342788}",30,14,27.76995821768153,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1838,False,"{'a': 0.5, 'e': 0.15898910309144523}",25,0,40.84658150285368,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1839,False,"{'a': 0.5, 'e': 0.15883011398835378}",20,16,8.33650119010261,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.5, 'e': 0.15867128387436544}",20,0,27.031041711181267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1841,False,"{'a': 0.5, 'e': 0.15851261259049107}",20,14,12.042812955339546,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.5, 'e': 0.1583540999779006}",30,12,31.892569510844094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.5, 'e': 0.15819574587792268}",25,12,20.204167904196417,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.5, 'e': 0.15803755013204476}",20,7,21.459270999354565,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.5, 'e': 0.1578795125819127}",20,13,13.49080706935678,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.5, 'e': 0.1577216330693308}",20,16,8.589348106341141,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.5, 'e': 0.15756391143626147}",20,5,24.93510980511472,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.5, 'e': 0.1574063475248252}",25,18,12.151575744006356,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.5, 'e': 0.15724894117730037}",20,9,18.303083141522553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.5, 'e': 0.15709169223612307}",25,19,13.651146233714437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.5, 'e': 0.15693460054388697}",30,11,28.807816793254364,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.5, 'e': 0.15677766594334308}",25,9,24.69855161920373,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.5, 'e': 0.15662088827739973}",20,0,26.182336564616726,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1854,False,"{'a': 0.5, 'e': 0.15646426738912234}",30,22,14.342643732631581,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.5, 'e': 0.1563078031217332}",20,2,24.82968235906283,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.5, 'e': 0.15615149531861147}",25,7,27.74903108644994,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.5, 'e': 0.15599534382329286}",20,6,26.357462482975865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.5, 'e': 0.15583934847946956}",25,14,20.125967273879937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.5, 'e': 0.1556835091309901}",25,16,16.71258804543383,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.5, 'e': 0.1555278256218591}",30,16,22.03501996508418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.5, 'e': 0.15537229779623724}",20,11,13.050212048422772,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.5, 'e': 0.15521692549844102}",20,12,10.323238138221342,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
